Name,R G CARNATION FIRST FAMILY LP,,,,,
6330116,5/9/2025,8:30 PM,15,0.03,0,0.03
6330116,5/9/2025,8:45 PM,15,0.045,0,0.045
6330116,5/9/2025,9:00 PM,15,0.04,0,0.04
6330116,5/9/2025,9:15 PM,15,0.04,0,0.04
6330116,5/9/2025,9:30 PM,15,0.04,0,0.04
6330116,5/9/2025,9:45 PM,15,0.04,0,0.04
6330116,5/9/2025,10:00 PM,15,0.13,0,0.13
6330116,5/9/2025,10:15 PM,15,0.05,0,0.05
6330116,5/9/2025,10:30 PM,15,0.045,0,0.045
6330116,5/9/2025,10:45 PM,15,0.255,0,0.255
6330116,5/9/2025,11:00 PM,15,0.03,0,0.03
6330116,5/9/2025,11:15 PM,15,0.045,0,0.045
6330116,5/9/2025,11:30 PM,15,0.035,0,0.035
6330116,5/9/2025,11:45 PM,15,0.01,0,0.01
6330116,5/10/2025,12:00 AM,15,0.015,0,0.015
6330116,5/10/2025,12:15 AM,15,0.03,0,0.03
6330116,5/10/2025,12:30 AM,15,0.235,0,0.235
6330116,5/10/2025,12:45 AM,15,0.01,0,0.01
6330116,5/10/2025,1:00 AM,15,0.03,0,0.03
6330116,5/10/2025,1:15 AM,15,0.015,0,0.015
6330116,5/10/2025,1:30 AM,15,0.01,0,0.01
6330116,5/10/2025,1:45 AM,15,0.025,0,0.025
6330116,5/10/2025,2:00 AM,15,0.02,0,0.02
6330116,5/10/2025,2:15 AM,15,0.01,0,0.01
6330116,5/10/2025,2:30 AM,15,0.02,0,0.02
6330116,5/10/2025,2:45 AM,15,0.025,0,0.025
6330116,5/10/2025,3:00 AM,15,0.005,0,0.005
6330116,5/10/2025,3:15 AM,15,0.02,0,0.02
6330116,5/10/2025,3:30 AM,15,0.025,0,0.025
6330116,5/10/2025,3:45 AM,15,0.01,0,0.01
6330116,5/10/2025,4:00 AM,15,0.015,0,0.015
6330116,5/10/2025,4:15 AM,15,0.025,0,0.025
6330116,5/10/2025,4:30 AM,15,0.01,0,0.01
6330116,5/10/2025,4:45 AM,15,0.01,0,0.01
6330116,5/10/2025,5:00 AM,15,0.03,0,0.03
6330116,5/10/2025,5:15 AM,15,0.01,0,0.01
6330116,5/10/2025,5:30 AM,15,0.01,0,0.01
6330116,5/10/2025,5:45 AM,15,0.03,0,0.03
6330116,5/10/2025,6:00 AM,15,0.01,0.0004,0.0095
6330116,5/10/2025,6:15 AM,15,0.01,0.0038,0.0061
6330116,5/10/2025,6:30 AM,15,0.03,0.0081,0.0218
6330116,5/10/2025,6:45 AM,15,0.01,0.0146,-0.0046
6330116,5/10/2025,7:00 AM,15,0.01,0.0285,-0.0185
6330116,5/10/2025,7:15 AM,15,0.025,0.0496,-0.0246
6330116,5/10/2025,7:30 AM,15,0.02,0.0787,-0.0587
6330116,5/10/2025,7:45 AM,15,0.005,0.0895,-0.0845
6330116,5/10/2025,8:00 AM,15,0.02,0.107,-0.087
6330116,5/10/2025,8:15 AM,15,0.285,0.1348,0.1501
6330116,5/10/2025,8:30 AM,15,0.005,0.1317,-0.1267
6330116,5/10/2025,8:45 AM,15,0.02,0.179,-0.159
6330116,5/10/2025,9:00 AM,15,0.025,0.1958,-0.1708
6330116,5/10/2025,9:15 AM,15,0.01,0.2109,-0.2009
6330116,5/10/2025,9:30 AM,15,0.01,0.2246,-0.2146
6330116,5/10/2025,9:45 AM,15,0.035,0.234,-0.199
6330116,5/10/2025,10:00 AM,15,0.23,0.2491,-0.0191
6330116,5/10/2025,10:15 AM,15,0.715,0.2592,0.4558
6330116,5/10/2025,10:30 AM,15,0.115,0.2678,-0.1528
6330116,5/10/2025,10:45 AM,15,0.04,0.2738,-0.2338
6330116,5/10/2025,11:00 AM,15,0.03,0.2808,-0.2508
6330116,5/10/2025,11:15 AM,15,0.03,0.2872,-0.2572
6330116,5/10/2025,11:30 AM,15,0.625,0.2899,0.335
6330116,5/10/2025,11:45 AM,15,0.24,0.2901,-0.0501
6330116,5/10/2025,12:00 PM,15,0.155,0.2904,-0.1354
6330116,5/10/2025,12:15 PM,15,0.345,0.2894,0.0555
6330116,5/10/2025,12:30 PM,15,0.76,0.288,0.472
6330116,5/10/2025,12:45 PM,15,0.665,0.2877,0.3772
6330116,5/10/2025,1:00 PM,15,0.515,0.2882,0.2267
6330116,5/10/2025,1:15 PM,15,0.265,0.2877,-0.0227
6330116,5/10/2025,1:30 PM,15,0.24,0.2882,-0.0482
6330116,5/10/2025,1:45 PM,15,0.03,0.2863,-0.2563
6330116,5/10/2025,2:00 PM,15,0.025,0.2817,-0.2567
6330116,5/10/2025,2:15 PM,15,0.03,0.2757,-0.2457
6330116,5/10/2025,2:30 PM,15,0.025,0.2676,-0.2426
6330116,5/10/2025,2:45 PM,15,0.03,0.2558,-0.2258
6330116,5/10/2025,3:00 PM,15,0.025,0.2474,-0.2224
6330116,5/10/2025,3:15 PM,15,0.225,0.2373,-0.0123
6330116,5/10/2025,3:30 PM,15,0.025,0.2227,-0.1977
6330116,5/10/2025,3:45 PM,15,0.03,0.2092,-0.1792
6330116,5/10/2025,4:00 PM,15,0.13,0.1948,-0.0648
6330116,5/10/2025,4:15 PM,15,0.135,0.1785,-0.0435
6330116,5/10/2025,4:30 PM,15,0.025,0.16,-0.135
6330116,5/10/2025,4:45 PM,15,0.025,0.1411,-0.1161
6330116,5/10/2025,5:00 PM,15,0.025,0.124,-0.099
6330116,5/10/2025,5:15 PM,15,0.025,0.1034,-0.0784
6330116,5/10/2025,5:30 PM,15,0.025,0.0828,-0.0578
6330116,5/10/2025,5:45 PM,15,0.025,0.064,-0.039
6330116,5/10/2025,6:00 PM,15,0.025,0.0458,-0.0208
6330116,5/10/2025,6:15 PM,15,0.04,0.0285,0.0114
6330116,5/10/2025,6:30 PM,15,0.055,0.0146,0.0403
6330116,5/10/2025,6:45 PM,15,0.015,0.0084,0.0066
6330116,5/10/2025,7:00 PM,15,0.03,0.0033,0.0266
6330116,5/10/2025,7:15 PM,15,0.04,0,0.04
6330116,5/10/2025,7:30 PM,15,0.135,0,0.135
6330116,5/10/2025,7:45 PM,15,0.06,0,0.06
6330116,5/10/2025,8:00 PM,15,0.255,0,0.255
6330116,5/10/2025,8:15 PM,15,0.045,0,0.045
6330116,5/10/2025,8:30 PM,15,0.04,0,0.04
6330116,5/10/2025,8:45 PM,15,0.275,0,0.275
6330116,5/10/2025,9:00 PM,15,0.05,0,0.05
6330116,5/10/2025,9:15 PM,15,0.05,0,0.05
6330116,5/10/2025,9:30 PM,15,0.05,0,0.05
6330116,5/10/2025,9:45 PM,15,0.05,0,0.05
6330116,5/10/2025,10:00 PM,15,0.265,0,0.265
6330116,5/10/2025,10:15 PM,15,0.05,0,0.05
6330116,5/10/2025,10:30 PM,15,0.05,0,0.05
6330116,5/10/2025,10:45 PM,15,0.545,0,0.545
6330116,5/10/2025,11:00 PM,15,0.435,0,0.435
6330116,5/10/2025,11:15 PM,15,0.255,0,0.255
6330116,5/10/2025,11:30 PM,15,0.045,0,0.045
6330116,5/10/2025,11:45 PM,15,0.045,0,0.045
6330116,5/11/2025,12:00 AM,15,0.04,0,0.04
6330116,5/11/2025,12:15 AM,15,0.035,0,0.035
6330116,5/11/2025,12:30 AM,15,0.03,0,0.03
6330116,5/11/2025,12:45 AM,15,0.03,0,0.03
6330116,5/11/2025,1:00 AM,15,0.03,0,0.03
6330116,5/11/2025,1:15 AM,15,0.035,0,0.035
6330116,5/11/2025,1:30 AM,15,0.03,0,0.03
6330116,5/11/2025,1:45 AM,15,0.03,0,0.03
6330116,5/11/2025,2:00 AM,15,0.03,0,0.03
6330116,5/11/2025,2:15 AM,15,0.04,0,0.04
6330116,5/11/2025,2:30 AM,15,0.055,0,0.055
6330116,5/11/2025,2:45 AM,15,0.01,0,0.01
6330116,5/11/2025,3:00 AM,15,0.04,0,0.04
6330116,5/11/2025,3:15 AM,15,0.03,0,0.03
6330116,5/11/2025,3:30 AM,15,0.035,0,0.035
6330116,5/11/2025,3:45 AM,15,0.03,0,0.03
6330116,5/11/2025,4:00 AM,15,0.035,0,0.035
6330116,5/11/2025,4:15 AM,15,0.03,0,0.03
6330116,5/11/2025,4:30 AM,15,0.03,0,0.03
6330116,5/11/2025,4:45 AM,15,0.035,0,0.035
6330116,5/11/2025,5:00 AM,15,0.03,0,0.03
6330116,5/11/2025,5:15 AM,15,0.03,0,0.03
6330116,5/11/2025,5:30 AM,15,0.03,0,0.03
6330116,5/11/2025,5:45 AM,15,0.035,0,0.035
6330116,5/11/2025,6:00 AM,15,0.295,0,0.295
6330116,5/11/2025,6:15 AM,15,0.115,0.0021,0.1128
6330116,5/11/2025,6:30 AM,15,0.65,0.0086,0.6413
6330116,5/11/2025,6:45 AM,15,0.05,0.0168,0.0332
6330116,5/11/2025,7:00 AM,15,0.025,0.04,-0.015
6330116,5/11/2025,7:15 AM,15,0.28,0.0369,0.243
6330116,5/11/2025,7:30 AM,15,0.03,0.0583,-0.0283
6330116,5/11/2025,7:45 AM,15,0.025,0.09,-0.065
6330116,5/11/2025,8:00 AM,15,0.03,0.1164,-0.0864
6330116,5/11/2025,8:15 AM,15,0.03,0.1312,-0.1012
6330116,5/11/2025,8:30 AM,15,0.025,0.1552,-0.1302
6330116,5/11/2025,8:45 AM,15,0.03,0.1759,-0.1459
6330116,5/11/2025,9:00 AM,15,0.03,0.1351,-0.1051
6330116,5/11/2025,9:15 AM,15,0.03,0.2032,-0.1732
6330116,5/11/2025,9:30 AM,15,0.025,0.2006,-0.1756
6330116,5/11/2025,9:45 AM,15,0.03,0.1406,-0.1106
6330116,5/11/2025,10:00 AM,15,0.03,0.1406,-0.1106
6330116,5/11/2025,10:15 AM,15,0.095,0.18,-0.085
6330116,5/11/2025,10:30 AM,15,0.63,0.1797,0.4502
6330116,5/11/2025,10:45 AM,15,0.275,0.1737,0.1012
6330116,5/11/2025,11:00 AM,15,0.03,0.2232,-0.1932
6330116,5/11/2025,11:15 AM,15,0.03,0.2608,-0.2308
6330116,5/11/2025,11:30 AM,15,0.03,0.2716,-0.2416
6330116,5/11/2025,11:45 AM,15,0.265,0.2568,0.0082
6330116,5/11/2025,12:00 PM,15,0.025,0.2817,-0.2567
6330116,5/11/2025,12:15 PM,15,0.03,0.2892,-0.2592
6330116,5/11/2025,12:30 PM,15,0.025,0.288,-0.263
6330116,5/11/2025,12:45 PM,15,0.03,0.258,-0.228
6330116,5/11/2025,1:00 PM,15,0.025,0.2616,-0.2366
6330116,5/11/2025,1:15 PM,15,0.03,0.2481,-0.2181
6330116,5/11/2025,1:30 PM,15,0.015,0.2568,-0.2418
6330116,5/11/2025,1:45 PM,15,0.005,0.2395,-0.2345
6330116,5/11/2025,2:00 PM,15,0.015,0.192,-0.177
6330116,5/11/2025,2:15 PM,15,0.025,0.1545,-0.1295
6330116,5/11/2025,2:30 PM,15,0.03,0.1372,-0.1072
6330116,5/11/2025,2:45 PM,15,0.02,0.1526,-0.1326
6330116,5/11/2025,3:00 PM,15,0.005,0.144,-0.139
6330116,5/11/2025,3:15 PM,15,0.015,0.1682,-0.1532
6330116,5/11/2025,3:30 PM,15,0.025,0.1836,-0.1586
6330116,5/11/2025,3:45 PM,15,0.025,0.1766,-0.1516
6330116,5/11/2025,4:00 PM,15,0.01,0.136,-0.126
6330116,5/11/2025,4:15 PM,15,0.01,0.1358,-0.1258
6330116,5/11/2025,4:30 PM,15,0.025,0.1384,-0.1134
6330116,5/11/2025,4:45 PM,15,0.025,0.1032,-0.0782
6330116,5/11/2025,5:00 PM,15,0.005,0.0924,-0.0874
6330116,5/11/2025,5:15 PM,15,0.24,0.0984,0.1416
6330116,5/11/2025,5:30 PM,15,0.04,0.0931,-0.0531
6330116,5/11/2025,5:45 PM,15,0.03,0.076,-0.046
6330116,5/11/2025,6:00 PM,15,0.04,0.0552,-0.0152
6330116,5/11/2025,6:15 PM,15,0.015,0.0412,-0.0262
6330116,5/11/2025,6:30 PM,15,0.02,0.0304,-0.0104
6330116,5/11/2025,6:45 PM,15,0.03,0.0165,0.0134
6330116,5/11/2025,7:00 PM,15,0.245,0.012,0.233
6330116,5/11/2025,7:15 PM,15,0.035,0.0072,0.0278
6330116,5/11/2025,7:30 PM,15,0.045,0.0012,0.0438
6330116,5/11/2025,7:45 PM,15,0.05,0,0.05
6330116,5/11/2025,8:00 PM,15,0.25,0,0.25
6330116,5/11/2025,8:15 PM,15,0.04,0,0.04
6330116,5/11/2025,8:30 PM,15,0.03,0,0.03
6330116,5/11/2025,8:45 PM,15,0.075,0,0.075
6330116,5/11/2025,9:00 PM,15,0.03,0,0.03
6330116,5/11/2025,9:15 PM,15,0.25,0,0.25
6330116,5/11/2025,9:30 PM,15,0.09,0,0.09
6330116,5/11/2025,9:45 PM,15,0.26,0,0.26
6330116,5/11/2025,10:00 PM,15,0.04,0,0.04
6330116,5/11/2025,10:15 PM,15,0.045,0,0.045
6330116,5/11/2025,10:30 PM,15,0.045,0,0.045
6330116,5/11/2025,10:45 PM,15,0.05,0,0.05
6330116,5/11/2025,11:00 PM,15,0.05,0,0.05
6330116,5/11/2025,11:15 PM,15,0.03,0,0.03
6330116,5/11/2025,11:30 PM,15,0.03,0,0.03
6330116,5/11/2025,11:45 PM,15,0.03,0,0.03
6330116,5/12/2025,12:00 AM,15,0.25,0,0.25
6330116,5/12/2025,12:15 AM,15,0.03,0,0.03
6330116,5/12/2025,12:30 AM,15,0.03,0,0.03
6330116,5/12/2025,12:45 AM,15,0.03,0,0.03
6330116,5/12/2025,1:00 AM,15,0.025,0,0.025
6330116,5/12/2025,1:15 AM,15,0.03,0,0.03
6330116,5/12/2025,1:30 AM,15,0.03,0,0.03
6330116,5/12/2025,1:45 AM,15,0.02,0,0.02
6330116,5/12/2025,2:00 AM,15,0.01,0,0.01
6330116,5/12/2025,2:15 AM,15,0.005,0,0.005
6330116,5/12/2025,2:30 AM,15,0.02,0,0.02
6330116,5/12/2025,2:45 AM,15,0.03,0,0.03
6330116,5/12/2025,3:00 AM,15,0.03,0,0.03
6330116,5/12/2025,3:15 AM,15,0.02,0,0.02
6330116,5/12/2025,3:30 AM,15,0.015,0,0.015
6330116,5/12/2025,3:45 AM,15,0.01,0,0.01
6330116,5/12/2025,4:00 AM,15,0.025,0,0.025
6330116,5/12/2025,4:15 AM,15,0.03,0,0.03
6330116,5/12/2025,4:30 AM,15,0.03,0,0.03
6330116,5/12/2025,4:45 AM,15,0.01,0,0.01
6330116,5/12/2025,5:00 AM,15,0.01,0,0.01
6330116,5/12/2025,5:15 AM,15,0.02,0,0.02
6330116,5/12/2025,5:30 AM,15,0.03,0,0.03
6330116,5/12/2025,5:45 AM,15,0.015,0,0.015
6330116,5/12/2025,6:00 AM,15,0.005,0,0.005
6330116,5/12/2025,6:15 AM,15,0.02,0,0.02
6330116,5/12/2025,6:30 AM,15,0.25,0.0024,0.2476
6330116,5/12/2025,6:45 AM,15,0.025,0.0112,0.0137
6330116,5/12/2025,7:00 AM,15,0.005,0.0146,-0.0096
6330116,5/12/2025,7:15 AM,15,0.035,0.0362,-0.0012
6330116,5/12/2025,7:30 AM,15,0.345,0.0482,0.2967
6330116,5/12/2025,7:45 AM,15,0.03,0.0554,-0.0254
6330116,5/12/2025,8:00 AM,15,0.02,0.0696,-0.0496
6330116,5/12/2025,8:15 AM,15,0.03,0.1195,-0.0895
6330116,5/12/2025,8:30 AM,15,0.03,0.1574,-0.1274
6330116,5/12/2025,8:45 AM,15,0.025,0.1879,-0.1629
6330116,5/12/2025,9:00 AM,15,0.025,0.1845,-0.1595
6330116,5/12/2025,9:15 AM,15,0.005,0.2196,-0.2146
6330116,5/12/2025,9:30 AM,15,0.105,0.2061,-0.1011
6330116,5/12/2025,9:45 AM,15,0.465,0.246,0.219
6330116,5/12/2025,10:00 AM,15,0.64,0.24,0.4
6330116,5/12/2025,10:15 AM,15,0.1,0.2246,-0.1246
6330116,5/12/2025,10:30 AM,15,0.015,0.2385,-0.2235
6330116,5/12/2025,10:45 AM,15,0.015,0.2071,-0.1921
6330116,5/12/2025,11:00 AM,15,0.025,0.1411,-0.1161
6330116,5/12/2025,11:15 AM,15,0.01,0.1524,-0.1424
6330116,5/12/2025,11:30 AM,15,0.015,0.1843,-0.1693
6330116,5/12/2025,11:45 AM,15,0.025,0.2287,-0.2037
6330116,5/12/2025,12:00 PM,15,0.005,0.2018,-0.1968
6330116,5/12/2025,12:15 PM,15,0.015,0.2714,-0.2564
6330116,5/12/2025,12:30 PM,15,0.03,0.2762,-0.2462
6330116,5/12/2025,12:45 PM,15,0.4,0.2808,0.1192
6330116,5/12/2025,1:00 PM,15,0.465,0.2767,0.1882
6330116,5/12/2025,1:15 PM,15,0.485,0.2721,0.2128
6330116,5/12/2025,1:30 PM,15,0.63,0.228,0.402
6330116,5/12/2025,1:45 PM,15,0.185,0.1951,-0.0101
6330116,5/12/2025,2:00 PM,15,0.25,0.2481,0.0018
6330116,5/12/2025,2:15 PM,15,0.04,0.2412,-0.2012
6330116,5/12/2025,2:30 PM,15,0.03,0.216,-0.186
6330116,5/12/2025,2:45 PM,15,0.03,0.2306,-0.2006
6330116,5/12/2025,3:00 PM,15,0.02,0.1428,-0.1228
6330116,5/12/2025,3:15 PM,15,0.005,0.1785,-0.1735
6330116,5/12/2025,3:30 PM,15,0.02,0.2164,-0.1964
6330116,5/12/2025,3:45 PM,15,0.025,0.2112,-0.1862
6330116,5/12/2025,4:00 PM,15,0.01,0.1816,-0.1716
6330116,5/12/2025,4:15 PM,15,0.015,0.1867,-0.1717
6330116,5/12/2025,4:30 PM,15,0.025,0.1768,-0.1518
6330116,5/12/2025,4:45 PM,15,0.01,0.1538,-0.1438
6330116,5/12/2025,5:00 PM,15,0.01,0.1344,-0.1244
6330116,5/12/2025,5:15 PM,15,0.255,0.1123,0.1426
6330116,5/12/2025,5:30 PM,15,0.015,0.0921,-0.0771
6330116,5/12/2025,5:45 PM,15,0.005,0.0712,-0.0662
6330116,5/12/2025,6:00 PM,15,0.025,0.0511,-0.0261
6330116,5/12/2025,6:15 PM,15,0.015,0.0319,-0.0169
6330116,5/12/2025,6:30 PM,15,0.005,0.0151,-0.0101
6330116,5/12/2025,6:45 PM,15,0.02,0.0072,0.0128
6330116,5/12/2025,7:00 PM,15,0.02,0.0009,0.019
6330116,5/12/2025,7:15 PM,15,0.005,0,0.005
6330116,5/12/2025,7:30 PM,15,0.025,0,0.025
6330116,5/12/2025,7:45 PM,15,0.06,0,0.06
6330116,5/12/2025,8:00 PM,15,0.05,0,0.05
6330116,5/12/2025,8:15 PM,15,0.25,0,0.25
6330116,5/12/2025,8:30 PM,15,0.065,0,0.065
6330116,5/12/2025,8:45 PM,15,0.23,0,0.23
6330116,5/12/2025,9:00 PM,15,0.035,0,0.035
6330116,5/12/2025,9:15 PM,15,0.04,0,0.04
6330116,5/12/2025,9:30 PM,15,0.045,0,0.045
6330116,5/12/2025,9:45 PM,15,0.225,0,0.225
6330116,5/12/2025,10:00 PM,15,0.095,0,0.095
6330116,5/12/2025,10:15 PM,15,0.025,0,0.025
6330116,5/12/2025,10:30 PM,15,0.05,0,0.05
6330116,5/12/2025,10:45 PM,15,0.035,0,0.035
6330116,5/12/2025,11:00 PM,15,0.04,0,0.04
6330116,5/12/2025,11:15 PM,15,0.04,0,0.04
6330116,5/12/2025,11:30 PM,15,0.035,0,0.035
6330116,5/12/2025,11:45 PM,15,0.125,0,0.125
6330116,5/13/2025,12:00 AM,15,0.17,0,0.17
6330116,5/13/2025,12:15 AM,15,0.03,0,0.03
6330116,5/13/2025,12:30 AM,15,0.01,0,0.01
6330116,5/13/2025,12:45 AM,15,0.035,0,0.035
6330116,5/13/2025,1:00 AM,15,0.01,0,0.01
6330116,5/13/2025,1:15 AM,15,0.025,0,0.025
6330116,5/13/2025,1:30 AM,15,0.01,0,0.01
6330116,5/13/2025,1:45 AM,15,0.025,0,0.025
6330116,5/13/2025,2:00 AM,15,0.01,0,0.01
6330116,5/13/2025,2:15 AM,15,0.025,0,0.025
6330116,5/13/2025,2:30 AM,15,0.01,0,0.01
6330116,5/13/2025,2:45 AM,15,0.02,0,0.02
6330116,5/13/2025,3:00 AM,15,0.015,0,0.015
6330116,5/13/2025,3:15 AM,15,0.02,0,0.02
6330116,5/13/2025,3:30 AM,15,0.015,0,0.015
6330116,5/13/2025,3:45 AM,15,0.02,0,0.02
6330116,5/13/2025,4:00 AM,15,0.015,0,0.015
6330116,5/13/2025,4:15 AM,15,0.02,0,0.02
6330116,5/13/2025,4:30 AM,15,0.015,0,0.015
6330116,5/13/2025,4:45 AM,15,0.015,0,0.015
6330116,5/13/2025,5:00 AM,15,0.02,0,0.02
6330116,5/13/2025,5:15 AM,15,0.25,0,0.25
6330116,5/13/2025,5:30 AM,15,0.02,0,0.02
6330116,5/13/2025,5:45 AM,15,0.01,0,0.01
6330116,5/13/2025,6:00 AM,15,0.025,0.0009,0.024
6330116,5/13/2025,6:15 AM,15,0.005,0.0055,-0.0005
6330116,5/13/2025,6:30 AM,15,0.03,0.0132,0.0168
6330116,5/13/2025,6:45 AM,15,0.005,0.0187,-0.0137
6330116,5/13/2025,7:00 AM,15,0.02,0.0237,-0.0037
6330116,5/13/2025,7:15 AM,15,0.015,0.0283,-0.0133
6330116,5/13/2025,7:30 AM,15,0.02,0.0348,-0.0148
6330116,5/13/2025,7:45 AM,15,0.02,0.0664,-0.0464
6330116,5/13/2025,8:00 AM,15,0.27,0.1116,0.1584
6330116,5/13/2025,8:15 AM,15,0.015,0.16,-0.145
6330116,5/13/2025,8:30 AM,15,0.01,0.1636,-0.1536
6330116,5/13/2025,8:45 AM,15,0.02,0.0806,-0.0606
6330116,5/13/2025,9:00 AM,15,0.01,0.0835,-0.0735
6330116,5/13/2025,9:15 AM,15,0.02,0.1752,-0.1552
6330116,5/13/2025,9:30 AM,15,0.005,0.1404,-0.1354
6330116,5/13/2025,9:45 AM,15,0.05,0.1048,-0.0548
6330116,5/13/2025,10:00 AM,15,0.025,0.1255,-0.1005
6330116,5/13/2025,10:15 AM,15,0.02,0.1617,-0.1417
6330116,5/13/2025,10:30 AM,15,0.03,0.13,-0.1
6330116,5/13/2025,10:45 AM,15,0.765,0.1754,0.5895
6330116,5/13/2025,11:00 AM,15,0.43,0.1255,0.3044
6330116,5/13/2025,11:15 AM,15,0.035,0.131,-0.096
6330116,5/13/2025,11:30 AM,15,0.015,0.2104,-0.1954
6330116,5/13/2025,11:45 AM,15,0.02,0.209,-0.189
6330116,5/13/2025,12:00 PM,15,0.025,0.1956,-0.1706
6330116,5/13/2025,12:15 PM,15,0.005,0.1694,-0.1644
6330116,5/13/2025,12:30 PM,15,0.025,0.1872,-0.1622
6330116,5/13/2025,12:45 PM,15,0.015,0.1562,-0.1412
6330116,5/13/2025,1:00 PM,15,0.01,0.1807,-0.1707
6330116,5/13/2025,1:15 PM,15,0.025,0.1718,-0.1468
6330116,5/13/2025,1:30 PM,15,0.305,0.2047,0.1002
6330116,5/13/2025,1:45 PM,15,0.025,0.2332,-0.2082
6330116,5/13/2025,2:00 PM,15,0.02,0.2383,-0.2183
6330116,5/13/2025,2:15 PM,15,0.025,0.1471,-0.1221
6330116,5/13/2025,2:30 PM,15,0.03,0.2186,-0.1886
6330116,5/13/2025,2:45 PM,15,0.03,0.2188,-0.1888
6330116,5/13/2025,3:00 PM,15,0.03,0.1651,-0.1351
6330116,5/13/2025,3:15 PM,15,0.015,0.174,-0.159
6330116,5/13/2025,3:30 PM,15,0.03,0.1929,-0.1629
6330116,5/13/2025,3:45 PM,15,0.02,0.2059,-0.1859
6330116,5/13/2025,4:00 PM,15,0.03,0.1852,-0.1552
6330116,5/13/2025,4:15 PM,15,0.235,0.19,0.0449
6330116,5/13/2025,4:30 PM,15,0.09,0.1924,-0.1024
6330116,5/13/2025,4:45 PM,15,0.255,0.126,0.129
6330116,5/13/2025,5:00 PM,15,0.02,0.106,-0.086
6330116,5/13/2025,5:15 PM,15,0.02,0.0856,-0.0656
6330116,5/13/2025,5:30 PM,15,0.025,0.0878,-0.0628
6330116,5/13/2025,5:45 PM,15,0.025,0.076,-0.051
6330116,5/13/2025,6:00 PM,15,0.005,0.065,-0.06
6330116,5/13/2025,6:15 PM,15,0.03,0.0292,0.0007
6330116,5/13/2025,6:30 PM,15,0.01,0.0189,-0.0089
6330116,5/13/2025,6:45 PM,15,0.02,0.0122,0.0077
6330116,5/13/2025,7:00 PM,15,0.335,0.0028,0.3321
6330116,5/13/2025,7:15 PM,15,0.295,0.0012,0.2938
6330116,5/13/2025,7:30 PM,15,0.04,0,0.04
6330116,5/13/2025,7:45 PM,15,0.04,0,0.04
6330116,5/13/2025,8:00 PM,15,0.02,0,0.02
6330116,5/13/2025,8:15 PM,15,0.32,0,0.32
6330116,5/13/2025,8:30 PM,15,0.03,0,0.03
6330116,5/13/2025,8:45 PM,15,0.02,0,0.02
6330116,5/13/2025,9:00 PM,15,0.035,0,0.035
6330116,5/13/2025,9:15 PM,15,0.02,0,0.02
6330116,5/13/2025,9:30 PM,15,0.03,0,0.03
6330116,5/13/2025,9:45 PM,15,0.03,0,0.03
6330116,5/13/2025,10:00 PM,15,0.025,0,0.025
6330116,5/13/2025,10:15 PM,15,0.035,0,0.035
6330116,5/13/2025,10:30 PM,15,0.025,0,0.025
6330116,5/13/2025,10:45 PM,15,0.295,0,0.295
6330116,5/13/2025,11:00 PM,15,0.045,0,0.045
6330116,5/13/2025,11:15 PM,15,0.03,0,0.03
6330116,5/13/2025,11:30 PM,15,0.05,0,0.05
6330116,5/13/2025,11:45 PM,15,0.285,0,0.285
6330116,5/14/2025,12:00 AM,15,0.025,0,0.025
6330116,5/14/2025,12:15 AM,15,0.03,0,0.03
6330116,5/14/2025,12:30 AM,15,0.03,0,0.03
6330116,5/14/2025,12:45 AM,15,0.03,0,0.03
6330116,5/14/2025,1:00 AM,15,0.015,0,0.015
6330116,5/14/2025,1:15 AM,15,0.01,0,0.01
6330116,5/14/2025,1:30 AM,15,0.025,0,0.025
6330116,5/14/2025,1:45 AM,15,0.025,0,0.025
6330116,5/14/2025,2:00 AM,15,0.005,0,0.005
6330116,5/14/2025,2:15 AM,15,0.025,0,0.025
6330116,5/14/2025,2:30 AM,15,0.02,0,0.02
6330116,5/14/2025,2:45 AM,15,0.01,0,0.01
6330116,5/14/2025,3:00 AM,15,0.025,0,0.025
6330116,5/14/2025,3:15 AM,15,0.01,0,0.01
6330116,5/14/2025,3:30 AM,15,0.02,0,0.02
6330116,5/14/2025,3:45 AM,15,0.02,0,0.02
6330116,5/14/2025,4:00 AM,15,0.005,0,0.005
6330116,5/14/2025,4:15 AM,15,0.03,0,0.03
6330116,5/14/2025,4:30 AM,15,0.01,0,0.01
6330116,5/14/2025,4:45 AM,15,0.015,0,0.015
6330116,5/14/2025,5:00 AM,15,0.02,0,0.02
6330116,5/14/2025,5:15 AM,15,0.01,0,0.01
6330116,5/14/2025,5:30 AM,15,0.265,0,0.265
6330116,5/14/2025,5:45 AM,15,0.015,0,0.015
6330116,5/14/2025,6:00 AM,15,0.03,0.0016,0.0283
6330116,5/14/2025,6:15 AM,15,0.015,0.0055,0.0094
6330116,5/14/2025,6:30 AM,15,0.03,0.0105,0.0194
6330116,5/14/2025,6:45 AM,15,0.015,0.0175,-0.0025
6330116,5/14/2025,7:00 AM,15,0.02,0.0312,-0.0112
6330116,5/14/2025,7:15 AM,15,0.03,0.0508,-0.0208
6330116,5/14/2025,7:30 AM,15,0.27,0.0667,0.2032
6330116,5/14/2025,7:45 AM,15,0.02,0.0972,-0.0772
6330116,5/14/2025,8:00 AM,15,0.005,0.1257,-0.1207
6330116,5/14/2025,8:15 AM,15,0.025,0.1444,-0.1194
